"Story","Title","Result","Date","Stability","Duration (s)"
"Users tags test","Provide a 405 status code when incorrect HTTP method is used to access resource","FAILURE","2023-01-10T22:55:21.847Z[Europe/London]","0.0","6.66"
"Users tags test","This test will provide an error code of 400 when user tries to access an invalid resource","FAILURE","2023-01-10T22:55:29.423Z[Europe/London]","0.0","0.57"
